latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
10.790861,76.6313,88.0,0,GMT,GMT

time,temperature_2m_max (°C),temperature_2m_min (°C),rain_sum (mm),wind_speed_10m_max (km/h),temperature_2m_mean (°C)
2021-07-22,26.2,22.0,39.80,26.8,23.4
2021-07-23,26.2,22.4,25.10,23.1,23.5
2021-07-24,27.3,22.5,27.30,24.1,24.2
2021-07-25,26.5,22.4,30.40,22.8,24.0
2021-07-26,26.8,22.5,9.40,18.4,24.2
2021-07-27,27.1,22.9,17.20,24.2,24.4
2021-07-28,27.2,22.8,15.80,22.1,24.5
2021-07-29,27.6,23.1,4.80,24.2,24.9
2021-07-30,27.6,23.0,5.40,26.1,24.7
2021-07-31,28.8,23.0,4.10,24.9,25.2
2021-08-01,28.7,22.8,3.50,25.5,25.6
2021-08-02,27.4,22.7,7.60,24.8,24.7
2021-08-03,28.2,22.5,5.80,22.7,24.8
2021-08-04,27.1,22.9,5.40,23.1,24.9
2021-08-05,27.4,23.1,17.70,22.6,24.5
2021-08-06,27.9,22.7,12.40,24.5,24.6
2021-08-07,26.6,22.8,5.80,21.6,24.2
2021-08-08,28.3,23.1,16.80,15.5,24.6
2021-08-09,28.5,22.9,19.60,19.6,24.8
2021-08-10,27.7,22.7,8.20,22.0,25.1
2021-08-11,28.5,22.8,9.30,20.6,25.1
2021-08-12,27.1,22.9,4.30,21.7,24.8
2021-08-13,28.2,22.9,9.00,21.0,24.7
2021-08-14,27.2,22.5,8.70,22.0,24.3
2021-08-15,28.2,22.8,8.10,23.0,25.0
2021-08-16,26.8,23.0,5.30,18.8,24.3
2021-08-17,26.6,22.9,8.90,19.3,24.5
2021-08-18,25.5,22.6,27.30,16.1,23.5
2021-08-19,26.3,22.5,20.50,17.3,23.9
2021-08-20,29.1,23.0,2.40,16.2,25.6
2021-08-21,28.5,23.3,8.80,15.5,24.9
2021-08-22,29.3,23.5,8.80,11.0,25.6
2021-08-23,28.9,23.0,14.70,15.1,24.7
2021-08-24,28.9,23.1,3.80,16.0,25.6
2021-08-25,29.4,23.2,5.80,18.1,25.3
2021-08-26,28.6,23.0,17.90,18.5,24.9
2021-08-27,26.8,22.8,24.60,20.4,24.0
2021-08-28,24.6,22.0,74.60,19.9,23.2
2021-08-29,23.4,21.1,72.70,17.7,22.3
2021-08-30,26.5,21.5,11.10,20.5,23.5
2021-08-31,27.2,22.5,7.30,16.7,24.7
2021-09-01,28.3,23.1,4.60,18.4,24.9
2021-09-02,28.1,22.9,21.30,18.6,24.6
2021-09-03,25.8,22.8,15.10,14.8,24.0
2021-09-04,26.0,22.9,17.40,19.9,23.9
2021-09-05,25.3,22.1,55.70,21.9,23.4
2021-09-06,25.1,21.8,31.40,19.4,23.2
2021-09-07,26.6,22.0,23.80,24.9,23.7
2021-09-08,27.3,22.4,12.00,23.3,24.3
2021-09-09,27.9,23.1,3.20,22.0,25.2
2021-09-10,28.8,23.3,4.10,22.5,25.5
2021-09-11,27.0,22.8,12.10,18.5,24.4
2021-09-12,26.5,22.8,37.00,24.4,24.1
2021-09-13,26.5,23.2,18.10,22.8,24.4
2021-09-14,28.0,23.1,7.00,22.3,25.1
2021-09-15,28.6,23.3,8.80,20.4,25.1
2021-09-16,27.1,23.5,10.10,18.1,25.1
2021-09-17,30.0,23.5,2.40,17.8,26.2
2021-09-18,30.4,23.9,2.10,15.9,26.4
2021-09-19,30.9,24.1,6.00,12.8,26.6
2021-09-20,29.8,24.0,6.20,11.5,26.2
2021-09-21,29.4,23.2,3.80,19.9,25.9
2021-09-22,31.0,23.4,3.50,18.4,26.2
2021-09-23,29.0,23.6,9.50,17.1,25.7
2021-09-24,31.1,23.5,3.20,19.1,26.1
2021-09-25,29.2,23.5,11.70,18.7,25.6
2021-09-26,28.8,23.0,21.70,19.6,25.1
2021-09-27,24.8,22.8,34.90,23.1,23.6
2021-09-28,26.1,22.8,23.80,22.4,23.7
2021-09-29,28.7,22.9,5.20,20.0,25.2
2021-09-30,28.8,23.4,8.70,15.0,25.3
2021-10-01,29.1,23.2,17.90,10.8,25.4
2021-10-02,31.0,22.7,34.20,11.3,25.6
2021-10-03,30.1,23.4,5.70,11.4,26.0
2021-10-04,29.2,22.8,6.70,12.3,25.6
2021-10-05,30.0,22.8,30.60,11.5,25.2
2021-10-06,27.2,23.0,7.20,15.5,24.9
2021-10-07,29.1,23.9,7.90,13.7,25.9
2021-10-08,28.2,23.0,12.40,16.8,25.1
2021-10-09,26.8,23.0,19.50,14.7,24.3
2021-10-10,27.6,23.0,12.30,16.3,24.7
2021-10-11,27.5,22.6,26.40,14.7,24.2
2021-10-12,24.6,21.9,41.00,19.5,23.2
2021-10-13,28.0,22.6,8.90,19.8,24.8
2021-10-14,28.2,23.2,5.30,17.3,25.0
2021-10-15,28.9,23.2,4.90,16.0,25.9
2021-10-16,28.5,23.1,63.10,10.1,25.1
2021-10-17,26.0,22.6,24.10,19.4,24.0
2021-10-18,26.5,23.0,8.50,17.0,24.5
2021-10-19,29.9,22.8,3.70,14.4,25.6
2021-10-20,28.3,23.0,10.60,8.2,25.2
2021-10-21,30.8,22.4,20.80,10.7,25.6
2021-10-22,31.1,22.7,17.30,16.0,26.0
2021-10-23,28.4,21.8,8.90,13.3,24.9
2021-10-24,29.1,22.2,9.30,12.6,25.1
2021-10-25,29.9,22.8,12.10,11.7,25.3
2021-10-26,30.7,23.1,7.20,12.4,25.6
2021-10-27,31.3,22.0,18.10,17.8,25.2
2021-10-28,31.1,22.6,1.40,12.3,25.9
2021-10-29,29.9,23.0,0.80,14.2,25.6
2021-10-30,29.5,23.0,5.10,16.7,25.6
2021-10-31,30.1,22.9,18.20,13.4,25.3
2021-11-01,27.6,22.8,27.30,13.3,24.4
2021-11-02,29.7,22.6,15.10,23.1,25.6
2021-11-03,28.9,23.0,4.60,21.6,25.1
2021-11-04,29.2,22.8,18.30,16.2,24.8
2021-11-05,27.8,22.5,18.90,14.2,24.2
2021-11-06,28.4,22.6,24.40,14.8,24.7
2021-11-07,26.6,22.4,27.40,11.5,24.5
2021-11-08,26.9,22.7,27.00,8.3,24.2
2021-11-09,27.0,20.5,13.30,15.6,23.4
2021-11-10,24.6,21.1,10.80,13.4,22.9
2021-11-11,28.8,22.6,0.90,11.5,25.3
2021-11-12,27.5,23.0,4.70,14.9,24.4
2021-11-13,25.4,22.5,38.10,15.5,23.7
2021-11-14,25.1,22.5,53.40,12.8,23.6
2021-11-15,25.4,22.4,26.80,15.2,23.7
2021-11-16,28.4,22.6,22.90,14.8,24.4
2021-11-17,29.4,22.6,6.80,13.7,25.1
2021-11-18,26.9,22.9,6.00,11.1,24.3
2021-11-19,28.0,22.5,17.30,20.1,24.3
2021-11-20,25.5,22.6,10.20,16.0,23.7
2021-11-21,30.0,21.5,0.00,14.0,25.0
2021-11-22,29.0,21.8,2.70,10.5,25.7
2021-11-23,30.2,23.0,9.90,12.3,25.5
2021-11-24,30.6,22.6,1.30,17.1,25.9
2021-11-25,29.8,22.5,7.10,14.4,24.9
2021-11-26,26.5,22.5,10.60,11.9,24.1
2021-11-27,28.2,22.6,1.80,21.2,24.7
2021-11-28,28.9,22.7,7.30,21.2,25.1
2021-11-29,29.0,22.8,1.90,25.9,25.4
2021-11-30,28.1,23.5,1.00,22.1,25.5
2021-12-01,30.2,22.0,13.90,20.9,25.8
2021-12-02,30.1,22.4,0.80,16.5,26.0
2021-12-03,30.3,22.0,6.60,14.3,25.3
2021-12-04,29.0,22.5,8.70,13.4,24.8
2021-12-05,29.5,22.5,3.20,7.6,25.6
2021-12-06,29.1,23.1,10.30,12.8,25.8
2021-12-07,30.6,23.2,0.70,14.6,26.5
2021-12-08,31.0,24.3,0.00,18.0,26.7
2021-12-09,31.0,23.9,0.00,17.7,26.7
2021-12-10,30.1,23.0,0.00,22.4,26.2
2021-12-11,30.5,22.6,0.00,22.3,26.1
2021-12-12,30.4,22.9,0.00,25.3,26.5
2021-12-13,30.5,23.0,0.00,23.4,26.3
2021-12-14,30.5,23.0,0.00,24.6,26.1
2021-12-15,30.2,22.6,0.00,23.8,26.2
2021-12-16,30.7,23.4,0.00,21.6,26.6
2021-12-17,31.3,22.9,0.00,18.8,26.6
2021-12-18,31.1,22.5,0.00,20.6,26.4
2021-12-19,30.5,22.4,0.00,23.4,26.0
2021-12-20,30.1,21.1,0.00,23.5,25.0
2021-12-21,30.8,20.8,0.00,18.8,25.3
2021-12-22,30.9,20.7,0.00,18.5,25.5
2021-12-23,31.6,20.5,0.00,18.0,25.5
2021-12-24,32.0,20.0,0.00,18.8,25.7
2021-12-25,32.8,20.9,0.00,18.8,26.1
2021-12-26,32.2,21.3,0.00,19.9,26.3
2021-12-27,31.9,22.1,0.00,22.3,26.3
2021-12-28,31.9,22.4,0.00,24.2,26.5
2021-12-29,32.3,22.5,0.00,21.6,26.9
2021-12-30,33.1,22.4,0.00,23.4,26.9
2021-12-31,31.8,23.8,0.00,26.0,27.2
2022-01-01,32.1,23.0,0.90,26.0,26.6
2022-01-02,31.0,22.9,0.00,29.2,26.6
2022-01-03,32.3,22.5,0.00,23.6,26.9
2022-01-04,32.2,22.2,0.00,22.7,26.6
2022-01-05,32.3,21.9,0.00,19.2,26.7
2022-01-06,32.3,23.1,0.00,22.7,27.2
2022-01-07,33.2,23.3,0.00,19.4,27.6
2022-01-08,33.0,23.6,0.00,18.6,27.8
2022-01-09,33.3,22.5,0.00,18.0,27.6
2022-01-10,33.8,22.5,0.00,17.4,27.6
2022-01-11,34.4,22.6,0.00,18.4,27.4
2022-01-12,33.0,22.1,0.00,16.6,27.0
2022-01-13,34.2,21.7,0.00,15.4,27.1
2022-01-14,33.8,21.7,0.00,14.9,27.1
2022-01-15,35.0,22.5,0.00,13.5,28.1
2022-01-16,33.3,23.5,0.40,22.7,28.1
2022-01-17,33.3,23.0,0.50,19.2,27.7
2022-01-18,32.8,23.0,0.00,24.1,27.4
2022-01-19,32.9,22.5,0.00,18.6,27.1
2022-01-20,33.8,22.2,0.00,15.5,27.0
2022-01-21,33.2,22.0,0.50,17.1,27.2
2022-01-22,34.2,22.8,0.00,18.3,27.2
2022-01-23,33.3,20.0,0.00,20.1,26.3
2022-01-24,33.8,20.2,0.00,18.8,26.0
2022-01-25,33.5,19.8,0.00,14.9,26.2
2022-01-26,32.7,21.4,0.00,17.7,26.4
2022-01-27,34.3,23.1,0.10,21.5,28.2
2022-01-28,32.8,23.6,0.00,29.7,27.3
2022-01-29,33.1,23.6,0.00,29.5,27.8
2022-01-30,33.7,24.1,0.00,22.4,28.6
2022-01-31,36.1,24.2,0.00,17.3,28.7
2022-02-01,35.0,23.0,0.00,19.8,28.2
2022-02-02,35.7,23.1,0.00,18.4,28.2
2022-02-03,34.6,22.9,0.00,20.4,27.7
2022-02-04,34.3,20.5,0.00,20.7,26.6
2022-02-05,35.5,21.0,0.00,17.8,27.9
2022-02-06,34.6,23.4,0.10,16.6,28.0
2022-02-07,35.3,22.6,0.00,18.0,27.9
2022-02-08,35.2,23.4,0.00,16.7,28.1
2022-02-09,34.3,23.2,0.00,22.7,27.7
2022-02-10,35.0,22.9,0.00,20.2,28.5
2022-02-11,34.9,24.1,0.00,23.0,28.6
2022-02-12,33.1,24.5,0.30,22.7,28.0
2022-02-13,35.2,23.6,0.00,22.7,28.4
2022-02-14,35.5,23.6,0.10,22.4,28.5
2022-02-15,33.9,23.0,0.50,20.5,27.7
2022-02-16,35.2,22.2,1.90,19.5,27.2
2022-02-17,35.4,22.9,0.00,19.1,28.2
2022-02-18,35.3,23.5,0.00,22.4,28.8
2022-02-19,35.5,23.5,0.00,22.3,28.9
2022-02-20,36.5,23.8,0.00,20.6,29.1
2022-02-21,35.3,23.6,0.00,18.1,29.0
2022-02-22,35.9,24.1,0.00,18.3,29.0
2022-02-23,36.0,24.4,0.00,21.2,29.7
2022-02-24,35.2,23.4,0.00,19.4,28.8
2022-02-25,35.8,23.8,0.00,20.9,29.2
2022-02-26,35.3,23.3,0.00,22.3,28.8
2022-02-27,35.7,24.3,0.00,20.9,29.3
2022-02-28,35.8,22.6,0.00,18.7,28.7
2022-03-01,36.1,23.9,0.00,20.3,29.7
2022-03-02,36.4,23.7,0.00,23.4,29.6
2022-03-03,36.5,24.4,0.00,24.2,29.6
2022-03-04,37.5,24.0,0.00,18.2,30.0
2022-03-05,38.0,24.2,0.00,16.9,29.6
2022-03-06,37.2,25.0,0.00,18.7,29.6
2022-03-07,35.5,24.6,0.00,21.3,28.9
2022-03-08,36.8,23.9,0.30,20.5,29.5
2022-03-09,38.3,24.1,0.00,18.9,30.1
2022-03-10,38.5,24.0,0.00,19.2,29.9
2022-03-11,38.7,23.9,0.00,18.9,30.1
2022-03-12,38.9,23.9,0.00,17.7,30.0
2022-03-13,38.3,23.8,0.00,23.5,31.3
2022-03-14,39.0,24.5,0.00,20.5,31.0
2022-03-15,38.4,24.8,0.00,16.8,30.5
2022-03-16,35.7,24.9,1.10,21.3,29.1
2022-03-17,35.2,25.0,0.00,23.9,29.1
2022-03-18,37.2,24.8,0.50,24.8,29.8
2022-03-19,36.2,24.6,2.30,20.3,28.5
2022-03-20,33.3,24.9,1.60,21.6,28.1
2022-03-21,36.0,24.3,0.60,18.2,28.9
2022-03-22,36.5,24.2,0.10,22.0,29.3
2022-03-23,35.3,24.0,2.60,19.4,28.1
2022-03-24,32.5,24.1,2.60,18.0,27.4
2022-03-25,34.7,24.3,1.80,19.1,28.2
2022-03-26,34.0,25.1,2.20,16.6,28.8
2022-03-27,34.2,25.0,1.30,16.0,28.5
2022-03-28,38.2,25.0,1.20,16.6,29.5
2022-03-29,36.2,25.6,0.70,17.1,29.0
2022-03-30,35.7,25.2,1.70,18.0,28.6
2022-03-31,35.1,24.6,0.00,19.1,29.1
2022-04-01,34.8,25.0,0.70,14.7,28.4
2022-04-02,35.2,25.2,1.50,21.1,28.5
2022-04-03,35.8,24.2,0.80,18.0,28.9
2022-04-04,39.7,23.8,0.70,19.7,30.6
2022-04-05,38.7,25.0,1.10,24.7,29.6
2022-04-06,35.5,24.9,0.50,18.2,28.3
2022-04-07,36.8,24.3,0.20,24.5,29.3
2022-04-08,33.6,24.1,18.60,16.5,27.0
2022-04-09,32.5,23.2,5.80,14.6,26.3
2022-04-10,31.6,23.4,8.10,13.0,26.7
2022-04-11,32.8,23.8,2.50,12.7,27.0
2022-04-12,30.8,23.9,21.90,7.9,26.5
2022-04-13,32.6,23.0,19.50,11.9,26.0
2022-04-14,29.6,23.2,5.10,14.5,26.2
2022-04-15,32.2,23.1,1.10,14.1,27.6
2022-04-16,32.8,23.7,4.70,15.4,27.6
2022-04-17,31.8,24.4,12.20,21.5,27.0
2022-04-18,32.7,23.9,2.90,19.2,27.3
2022-04-19,32.4,24.5,1.30,14.9,27.5
2022-04-20,35.2,24.6,0.30,13.9,29.5
2022-04-21,38.5,25.7,3.40,19.7,30.2
2022-04-22,36.2,24.4,1.30,21.5,29.3
2022-04-23,33.1,24.6,4.90,10.6,27.4
2022-04-24,33.9,25.0,1.90,17.2,28.9
2022-04-25,34.8,25.4,1.40,15.5,29.4
2022-04-26,36.5,25.4,0.40,16.2,29.9
2022-04-27,40.6,26.1,0.00,18.4,31.6
2022-04-28,35.5,24.6,2.20,18.6,29.1
2022-04-29,36.2,24.1,3.20,20.8,28.9
2022-04-30,35.0,25.0,0.10,18.7,29.5
2022-05-01,31.9,24.6,6.40,19.5,27.4
2022-05-02,34.5,25.6,3.50,17.9,28.6
2022-05-03,35.8,25.6,0.00,15.5,29.6
2022-05-04,34.4,24.4,6.60,18.1,28.3
2022-05-05,31.6,23.6,2.20,14.6,26.9
2022-05-06,32.3,24.8,0.40,18.0,27.9
2022-05-07,34.0,24.5,1.90,19.8,28.6
2022-05-08,33.9,25.6,3.10,19.1,28.7
2022-05-09,31.9,24.1,4.50,22.7,27.0
2022-05-10,30.6,23.0,5.10,27.8,26.2
2022-05-11,27.5,22.7,7.20,23.7,24.6
2022-05-12,27.7,23.0,12.00,18.7,24.6
2022-05-13,28.4,23.0,16.10,21.5,25.0
2022-05-14,29.4,23.5,12.60,20.8,25.2
2022-05-15,27.9,24.0,6.30,20.2,25.4
2022-05-16,27.3,23.5,70.10,12.8,24.7
2022-05-17,26.5,23.4,51.60,12.6,24.7
2022-05-18,26.0,22.9,152.00,22.4,24.1
2022-05-19,26.3,22.4,33.70,19.0,23.7
2022-05-20,25.9,23.0,12.10,20.5,24.2
2022-05-21,26.6,22.9,13.80,25.4,24.2
2022-05-22,25.4,22.6,18.50,19.5,23.7
2022-05-23,28.9,23.5,4.70,20.2,25.6
2022-05-24,28.6,23.6,7.00,18.9,25.6
2022-05-25,30.9,24.2,3.30,13.8,26.6
2022-05-26,28.8,23.5,17.50,14.2,25.3
2022-05-27,28.8,23.2,13.70,20.2,25.1
2022-05-28,27.5,23.4,8.80,19.2,25.1
2022-05-29,29.0,23.4,2.70,17.6,25.8
2022-05-30,29.5,23.3,6.00,16.7,26.0
2022-05-31,29.2,22.7,17.10,17.7,25.3
2022-06-01,29.0,22.8,7.50,17.7,25.4
2022-06-02,29.1,23.5,4.90,18.0,25.6
2022-06-03,29.9,23.2,3.60,18.4,25.5
2022-06-04,30.8,23.7,6.10,18.4,26.4
2022-06-05,30.2,23.9,9.20,18.8,26.0
2022-06-06,30.4,23.5,7.60,15.3,26.2
2022-06-07,28.5,22.6,7.70,19.8,25.0
2022-06-08,28.5,23.4,5.90,19.2,25.1
2022-06-09,30.0,23.5,9.00,19.9,26.2
2022-06-10,28.0,22.9,8.00,18.8,25.0
2022-06-11,28.8,22.9,3.70,21.1,25.0
2022-06-12,27.6,23.0,9.80,21.2,24.6
2022-06-13,28.6,22.4,8.20,19.2,25.6
2022-06-14,29.9,22.4,4.60,17.7,26.0
2022-06-15,28.5,22.5,24.30,18.8,25.1
2022-06-16,29.5,22.7,4.60,17.1,25.2
2022-06-17,29.6,22.9,17.30,16.7,25.3
2022-06-18,27.6,22.7,18.20,14.4,24.4
2022-06-19,28.5,23.0,10.00,18.0,25.2
2022-06-20,29.9,22.5,10.70,18.8,25.1
2022-06-21,26.5,22.2,3.30,20.2,24.0
2022-06-22,28.5,22.1,6.30,19.8,24.5
2022-06-23,28.1,22.4,17.50,17.6,24.8
2022-06-24,27.1,22.5,8.50,20.6,24.3
2022-06-25,25.0,22.5,11.50,19.8,23.6
2022-06-26,27.5,22.0,10.70,18.8,24.2
2022-06-27,27.6,21.9,8.60,20.0,23.9
2022-06-28,28.0,22.1,6.20,22.1,24.3
2022-06-29,28.1,22.5,3.70,23.0,25.0
2022-06-30,26.8,22.6,11.70,22.5,24.1
2022-07-01,28.8,23.0,4.80,28.0,25.0
2022-07-02,29.5,22.9,4.10,27.6,25.3
2022-07-03,27.8,22.6,29.50,23.6,24.5
2022-07-04,26.3,22.2,9.90,25.7,23.8
2022-07-05,24.1,22.1,23.50,20.1,23.0
2022-07-06,26.0,22.3,21.80,20.2,23.3
2022-07-07,23.8,21.9,32.60,20.7,22.6
2022-07-08,26.6,22.0,23.00,25.1,23.8
2022-07-09,24.5,21.7,33.60,22.7,23.0
2022-07-10,27.0,21.9,11.00,24.1,23.5
2022-07-11,27.0,21.6,20.80,24.9,23.2
2022-07-12,25.0,21.6,15.20,22.2,23.2
2022-07-13,24.7,21.6,42.30,26.5,22.8
2022-07-14,25.0,21.5,48.80,24.1,22.9
2022-07-15,25.3,22.0,34.10,23.0,23.4
2022-07-16,26.5,22.5,17.80,21.2,23.7
2022-07-17,27.8,22.5,9.70,23.8,24.5
2022-07-18,28.8,22.8,4.10,23.3,24.9
2022-07-19,28.5,22.4,11.50,17.1,25.2
2022-07-20,29.9,23.1,13.20,14.4,25.2
2022-07-21,30.4,23.4,5.20,19.6,25.8
2022-07-22,27.7,22.9,10.30,19.2,24.6
2022-07-23,27.6,22.3,8.80,21.8,24.3
2022-07-24,29.5,22.3,2.20,23.0,25.3
2022-07-25,30.8,23.0,1.20,20.2,26.1
2022-07-26,29.9,23.0,1.90,14.3,25.6
2022-07-27,29.2,22.5,10.40,12.4,25.0
2022-07-28,29.6,22.6,2.80,10.8,26.1
2022-07-29,32.2,23.2,5.70,10.1,26.4
2022-07-30,29.6,23.0,11.70,13.7,25.7
2022-07-31,30.6,22.5,14.40,16.6,25.4
2022-08-01,27.6,22.6,37.40,17.9,24.1
2022-08-02,25.4,22.5,50.90,18.5,23.6
2022-08-03,24.4,22.4,52.90,15.5,23.3
2022-08-04,24.1,22.1,110.00,23.6,23.0
2022-08-05,24.4,22.0,39.20,27.4,22.8
2022-08-06,24.6,21.9,31.80,22.7,23.1
2022-08-07,24.8,22.1,34.90,26.3,23.2
2022-08-08,24.5,21.0,39.50,24.5,22.9
2022-08-09,26.5,21.2,37.50,25.0,23.3
2022-08-10,26.7,21.4,23.70,21.2,23.3
2022-08-11,27.9,21.9,9.60,21.2,24.0
2022-08-12,29.7,22.5,2.50,26.5,25.5
2022-08-13,29.4,22.2,1.70,23.1,25.5
2022-08-14,30.3,22.8,0.10,21.3,25.9
2022-08-15,30.8,22.5,0.00,16.0,25.9
2022-08-16,31.5,23.2,0.00,17.7,26.5
2022-08-17,31.0,23.3,1.00,20.5,26.5
2022-08-18,31.2,23.6,4.20,19.9,26.3
2022-08-19,29.5,23.1,5.60,19.7,25.8
2022-08-20,30.8,23.2,1.80,21.5,26.1
2022-08-21,28.7,22.6,8.70,22.8,24.9
2022-08-22,26.9,21.9,18.30,23.1,23.6
2022-08-23,25.4,22.3,15.90,22.5,23.3
2022-08-24,24.0,22.1,11.40,15.2,22.9
2022-08-25,28.5,22.1,24.60,13.7,24.0
2022-08-26,28.4,22.8,10.80,15.9,24.5
2022-08-27,26.9,22.5,17.20,17.7,23.7
2022-08-28,29.4,22.0,22.40,12.1,24.6
2022-08-29,28.5,22.5,23.40,11.2,24.6
2022-08-30,30.5,22.8,12.00,11.2,25.4
2022-08-31,30.6,22.9,24.30,10.5,25.2
2022-09-01,28.1,22.6,10.20,9.7,24.6
2022-09-02,28.2,22.5,7.80,12.8,25.1
2022-09-03,29.9,22.6,5.50,17.6,25.7
2022-09-04,30.7,22.8,8.60,14.1,25.7
2022-09-05,30.9,22.7,24.40,11.9,25.3
2022-09-06,28.6,22.2,12.00,18.3,24.4
2022-09-07,26.2,21.8,20.80,21.9,23.2
2022-09-08,26.5,22.2,18.20,19.8,23.6
2022-09-09,26.8,22.8,13.80,22.7,24.0
2022-09-10,24.5,22.6,14.20,23.2,23.4
2022-09-11,25.8,22.1,21.40,18.8,23.5
2022-09-12,25.9,22.1,11.70,20.6,23.6
2022-09-13,28.2,22.8,7.00,18.4,24.8
2022-09-14,29.2,23.0,3.70,19.8,25.2
2022-09-15,29.0,22.6,3.00,20.6,25.3
2022-09-16,29.1,22.6,1.40,19.9,25.2
2022-09-17,28.8,22.6,3.00,19.0,25.4
2022-09-18,29.4,22.9,3.50,18.2,25.4
2022-09-19,28.3,22.9,5.40,21.7,24.9
2022-09-20,29.4,22.7,2.40,21.3,25.3
2022-09-21,29.5,22.5,1.70,19.5,25.6
2022-09-22,29.0,22.4,1.10,18.8,25.0
2022-09-23,29.3,21.7,3.20,19.9,25.1
2022-09-24,30.1,21.6,1.60,21.0,25.6
2022-09-25,30.9,21.8,6.50,19.9,26.1
2022-09-26,30.2,23.1,3.90,16.8,25.8
2022-09-27,31.1,23.1,1.10,16.3,26.3
2022-09-28,30.7,22.9,2.40,19.6,25.9
2022-09-29,31.3,22.2,2.70,20.9,25.9
2022-09-30,29.4,22.2,2.30,21.6,25.0
2022-10-01,27.5,22.2,3.80,16.0,24.3
2022-10-02,30.0,22.1,2.30,22.0,25.4
2022-10-03,28.7,22.2,3.10,17.6,24.9
2022-10-04,30.2,23.2,1.50,19.1,25.3
2022-10-05,29.9,22.4,12.60,13.9,25.0
2022-10-06,27.4,22.2,6.90,18.4,24.2
2022-10-07,28.8,21.8,3.60,18.7,24.7
2022-10-08,30.1,21.8,0.90,14.4,25.6
2022-10-09,28.6,23.0,11.20,9.4,25.3
2022-10-10,27.6,22.5,10.80,8.4,24.5
2022-10-11,30.1,22.9,9.60,9.4,25.7
2022-10-12,30.0,22.6,3.30,13.1,25.5
2022-10-13,30.4,22.1,14.20,11.3,25.2
2022-10-14,29.6,22.7,2.50,19.5,25.2
2022-10-15,29.8,22.8,20.10,13.3,25.2
2022-10-16,29.0,23.0,11.80,8.7,25.1
2022-10-17,28.4,23.1,9.80,12.7,25.0
2022-10-18,26.4,23.0,3.20,14.8,24.4
2022-10-19,28.2,21.9,9.50,14.0,24.5
2022-10-20,27.9,22.7,10.70,14.0,24.6
2022-10-21,28.6,22.6,25.70,11.6,25.0
2022-10-22,31.0,21.6,9.80,9.4,25.5
2022-10-23,29.2,22.6,7.10,13.0,25.3
2022-10-24,29.6,23.1,2.50,13.9,25.6
2022-10-25,30.5,21.1,0.00,14.4,25.3
2022-10-26,31.1,21.6,0.00,14.2,26.1
2022-10-27,31.5,21.6,0.00,15.9,26.3
2022-10-28,31.3,22.2,0.10,15.6,26.6
2022-10-29,31.2,22.9,0.50,18.0,26.1
2022-10-30,30.9,22.6,7.10,15.3,25.4
2022-10-31,31.0,23.0,0.60,18.1,26.1
2022-11-01,29.0,21.6,7.20,10.1,24.9
2022-11-02,29.9,22.3,12.90,14.2,25.0
2022-11-03,30.7,22.8,5.90,16.1,25.4
2022-11-04,30.9,23.0,6.60,18.2,25.5
2022-11-05,28.5,23.0,4.80,15.6,25.4
2022-11-06,30.5,22.5,5.70,17.0,25.2
2022-11-07,31.3,23.0,0.00,16.4,26.2
2022-11-08,31.4,23.7,0.60,15.6,26.6
2022-11-09,31.1,23.4,0.40,16.3,26.7
2022-11-10,31.0,23.2,0.00,18.0,26.5
2022-11-11,25.5,21.9,65.90,16.2,23.1
2022-11-12,26.9,21.9,13.00,10.0,23.6
2022-11-13,30.5,23.0,1.20,22.0,25.7
2022-11-14,30.2,21.9,10.20,18.2,25.5
2022-11-15,30.2,22.0,4.60,16.7,25.7
2022-11-16,29.1,22.0,9.50,13.7,24.9
2022-11-17,29.7,21.6,0.30,12.7,25.9
2022-11-18,29.4,19.9,0.00,16.0,24.2
2022-11-19,28.8,20.1,0.00,16.9,24.1
2022-11-20,29.4,19.7,0.00,13.8,24.6
2022-11-21,29.2,20.0,0.00,11.3,24.4
2022-11-22,29.5,20.6,0.10,13.8,24.6
2022-11-23,29.0,20.9,1.70,16.4,24.6
2022-11-24,29.8,21.4,0.00,11.6,25.7
2022-11-25,31.9,22.3,0.10,17.2,26.6
2022-11-26,31.4,22.5,2.80,12.9,26.2
2022-11-27,30.1,22.4,10.20,16.2,25.0
2022-11-28,28.8,21.4,14.90,9.8,24.5
2022-11-29,29.4,23.0,1.50,14.6,25.2
2022-11-30,29.9,21.4,0.00,17.7,25.4
2022-12-01,30.8,21.3,0.00,21.0,26.0
2022-12-02,31.9,23.0,1.00,17.4,26.4
2022-12-03,31.5,23.5,0.30,19.1,26.9
2022-12-04,30.9,22.9,9.20,19.8,25.7
2022-12-05,30.4,22.4,0.00,24.1,26.1
2022-12-06,30.9,21.6,0.00,16.4,26.1
2022-12-07,29.7,21.5,0.00,10.5,25.2
2022-12-08,28.4,22.0,0.60,9.7,24.9
2022-12-09,25.6,20.2,7.10,8.9,22.8
2022-12-10,28.2,20.4,0.90,18.0,24.0
2022-12-11,24.5,21.2,21.50,14.0,22.5
2022-12-12,25.6,21.9,12.90,14.9,23.3
2022-12-13,28.2,22.5,0.80,15.5,24.7
2022-12-14,29.6,20.9,11.90,17.9,24.6
2022-12-15,29.9,21.2,0.00,21.7,25.1
2022-12-16,29.9,21.3,0.00,19.9,24.9
